# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  8 06:00:51 2015
#
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
#
rowid,pl_discmethod,pl_orbper,pl_orbsmax
1478,Transit,17.34082400,0.134000
1479,Transit,14.38303500,0.122000
1480,Transit,47.31821800,0.269000
1481,Transit,4.02875100,0.051000
1482,Transit,6.12482100,0.068000
1483,Transit,8.92109900,0.087000
1484,Transit,11.24286100,0.102000
1485,Transit,7.03146200,0.076000
1486,Transit,54.28074900,0.297000
1487,Transit,11.82985100,0.102000
1488,Transit,14.75116600,0.118000
1489,Transit,10.61383900,0.095000
1490,Transit,29.72668200,0.188000
1491,Transit,2.42629000,
1492,Transit,4.62332000,
1493,Transit,0.66931000,
1494,Radial Velocity,3000.00000000,
1495,Transit,2.46502000,
1496,Transit,68.95840000,
1497,Transit,1.85555820,0.031010
1498,Transit,17.83364800,0.122600
1499,Transit,3.00516000,0.038000
1500,Transit,1.72086123,0.029590
1501,Transit,66.26200000,0.355300
1502,Transit Timing Variations,4.70000000,
1503,Transit Timing Variations,7.17100000,
1504,Transit Timing Variations,4.17600000,
1505,Transit Timing Variations,8.70800000,
1506,Transit Timing Variations,6.31900000,
1507,Transit Timing Variations,12.20900000,
1508,Transit Timing Variations,12.33100000,
1509,Transit Timing Variations,15.94300000,
1510,Transit,86.67856000,
1511,Transit,69.75460000,0.370000
1512,Transit Timing Variations,675.47000000,1.680000
1513,Transit,1.21376720,0.011600
1514,Transit,0.45328509,0.006000
1515,Transit,1.86516900,0.015400
1516,Transit,86.64766100,0.382000
1517,Transit,704.19840000,1.219000
1518,Transit,7.89144830,0.082000
1519,Transit,2.68432850,0.035850
1520,Transit,3.31186440,0.044000
1521,Radial Velocity,223.30000000,0.730000
1522,Transit,3.79701816,0.046400
1523,Transit,3.21751883,0.041400
1524,Transit,10.29099400,0.091000
1525,Transit,3.52563254,0.043300
1526,Transit,3.02409309,0.044400
1527,Transit,35.96800000,0.224400
1528,Transit,110.97900000,0.475700
1529,Transit,6.80300000,0.071900
1530,Transit,8.70300000,0.084700
1531,Transit,11.92200000,0.104500
1532,Transit,52.50112900,0.301000
1533,Radial Velocity,406.20000000,
1534,Transit,5.33408384,0.067900
1535,Transit,12.87470990,0.114300
1536,Transit,8.60015360,0.094800
1537,Transit,64.00205000,0.339000
1538,Transit,66.65062000,0.288000
1539,Transit,35.23319000,0.166000
1540,Transit,178.13960000,0.563000
1541,Transit,3.24672930,0.044600
1542,Transit,101.11141000,0.242000
1543,Transit,207.24820000,0.640000
1544,Transit,112.30530000,0.409000
1545,Transit,177.66930000,0.495000
1546,Transit,3.60010530,0.041780
1547,Transit,4.54588410,0.048810
1548,Transit,6.18939200,0.060000
1549,Transit,7.74349300,0.069600
1550,Transit,9.74048600,0.081100
1551,Transit,2.98415100,
1552,Transit,4.87122900,
1553,Transit,8.15275000,
1554,Transit,1.56540900,
1555,Transit,3.03617900,
1556,Transit,5.14892100,
1557,Transit,7.79430132,0.076900
1558,Transit,12.58242000,
1559,Transit,33.67270000,
1560,Transit,2.45523900,0.030000
1561,Transit,28.45485100,
1562,Transit,15.41313500,
1563,Transit,7.51464000,
1564,Transit,384.84300000,1.046000
1565,Transit,240.50300000,0.790300
1566,Transit,33.60134000,0.196800
1567,Transit Timing Variations,57.01100000,0.279900
1568,Transit,6.76658900,0.067000
1569,Transit,49.53200000,0.296200
1570,Transit,303.13700000,0.991000
1571,Transit,4.77798030,
1572,Transit,9.67392830,
1573,Transit,42.89610000,
1574,Radial Velocity,982.00000000,
1575,Transit,7.20379450,
1576,Transit,10.91293430,
1577,Transit,2.57654900,0.031000
1578,Transit,18.59610800,0.116000
1579,Transit,3.54846000,0.050640
1580,Transit,7.81254000,0.077000
1581,Transit,9.37647000,0.087000
1582,Transit,45.15400000,0.251400
1583,Transit,85.31200000,0.384000
1584,Transit,130.19400000,0.509000
1585,Transit,7.87735650,
1586,Transit,16.38500210,
1587,Transit,36.44517100,0.182000
1588,Transit,18.64895250,
1589,Transit,38.55830380,
1590,Transit,9.75196200,0.091000
1591,Transit,8.01094340,
1592,Transit,12.07172490,
1593,Transit,20.99569400,0.126000
1594,Transit,27.94814490,
1595,Transit,42.15164180,
1596,Transit,2.21109900,0.029000
1597,Transit,4.61753400,0.048000
1598,Transit,10.19854500,0.081000
1599,Transit,10.50160000,0.102800
1600,Transit,21.40239000,0.165200
1601,Transit,5.72931960,
1602,Transit,11.60925670,
1603,Transit,10.21849540,
1604,Transit,15.57415680,
1605,Transit,40.10137100,0.236000
1606,Transit,11.86817070,
1607,Transit,17.98012350,
1608,Transit,3.23472300,0.045670
1609,Transit,7.13161850,
1610,Transit,8.91934590,
1611,Transit,11.90161710,
1612,Transit,59.87756000,
1613,Transit,5.71493200,0.055300
1614,Transit,12.44170000,0.092900
1615,Transit,18.16406000,0.120000
1616,Transit,122.38740000,0.427000
1617,Transit,267.29100000,0.718000
1618,Transit,9.43415050,0.080000
1619,Transit,2.15491000,0.035000
1620,Transit,5.85994400,0.068000
1621,Transit,8.13123000,0.084000
1622,Transit,17.81581500,0.135200
1623,Transit,15.72590000,0.117100
1624,Transit,5.39876300,0.061700
1625,Transit,9.60508500,0.090590
1626,Radial Velocity,580.00000000,1.400000
1627,Transit,13.72234100,0.094000
1628,Transit,242.46130000,0.640000
1629,Transit,4.88552500,0.062240
1630,Transit,7.34071100,0.078100
1631,Transit,8.88491160,0.081800
1632,Orbital Brightness Modulation,1.54492875,
1633,Transit,3.57878087,0.045010
1634,Transit,0.35500000,
1635,Transit,13.48450000,0.117000
1636,Transit,27.40290000,0.187000
1637,Transit,52.09020000,0.287000
1638,Transit,81.06590000,0.386000
1639,Transit,3.52254000,0.048300
1640,Transit,7.05300000,
1641,Transit,9.52200000,
1642,Transit,3.07218600,0.037000
1643,Transit,4.64538700,0.049000
1644,Transit,5.95500000,
1645,Transit,12.04000000,
1646,Transit,20.83784600,0.128000
1647,Transit,26.44400000,
1648,Transit,51.53800000,
1649,Transit,2.38296100,0.034000
1650,Transit,5.90220600,0.063000
1651,Transit,9.77000000,
1652,Transit,20.09000000,
1653,Transit,5.16979600,0.051000
1654,Transit,8.72600000,
1655,Transit,12.88300000,
1656,Transit,4.22453700,0.052000
1657,Transit,27.43438900,0.181000
1658,Transit,44.55216900,0.250000
1659,Transit,8.30600000,
1660,Transit,12.51300000,
1661,Transit,17.91323000,0.130000
1662,Transit,25.21675100,0.163000
1663,Transit,114.73635000,0.481000
1664,Transit,191.23180000,0.676000
1665,Transit,19.24000000,0.140000
1666,Transit,38.91000000,0.225000
1667,Transit,1.59285100,0.027300
1668,Transit,6.24668005,
1669,Transit,13.74900000,
1670,Transit,26.72300000,
1671,Transit,49.35680000,
1672,Transit,4.72673978,0.053000
1673,Radial Velocity,1460.00000000,
1674,Transit,2.50806000,
1675,Radial Velocity,820.30000000,
1676,Transit,11.52310000,
1677,Transit,16.23850000,
1678,Transit,2.58664000,
1679,Radial Velocity,789.00000000,
1680,Transit,1.54168000,
1681,Transit,4.60358000,
1682,Transit,3.91405000,0.046400
1683,Microlensing,,0.620000
1684,Microlensing,,0.720000
1685,Microlensing,,1.250000
1686,Microlensing,,3.300000
1687,Microlensing,2774.00000000,3.200000
1688,Microlensing,,2.400000
1689,Microlensing,1982.00000000,1.820000
1690,Microlensing,,1.210000
1691,Microlensing,,0.920000
1692,Microlensing,,2.000000
1693,Microlensing,,0.840000
1694,Microlensing,,1.100000
1695,Microlensing,,4.300000
1696,Microlensing,,8.300000
1697,Radial Velocity,121.71000000,
1698,Radial Velocity,6.95800000,
1699,Radial Velocity,5.11800000,
1700,Radial Velocity,677.80000000,2.380000
1701,Eclipse Timing Variations,5573.55000000,5.350000
1702,Eclipse Timing Variations,2883.50000000,3.430000
1703,Eclipse Timing Variations,2985.70000000,
1704,Microlensing,,3.000000
1705,Microlensing,,2.700000
1706,Microlensing,3285.00000000,2.600000
1707,Microlensing,,3.600000
1708,Microlensing,1788.50000000,2.300000
1709,Microlensing,4927.50000000,4.500000
1710,Microlensing,,3.300000
1711,Microlensing,,1.700000
1712,Microlensing,,18.000000
1713,Microlensing,,2.720000
1714,Microlensing,,1.890000
1715,Microlensing,,0.900000
1716,Microlensing,,3.820000
1717,Microlensing,,4.630000
1718,Microlensing,,0.870000
1719,Microlensing,,3.450000
1720,Microlensing,,0.800000
1721,Microlensing,,0.883000
1722,Microlensing,,3.110000
1723,Transit,1.21191890,0.023830
1724,Transit,3.10127800,0.043400
1725,Transit,4.01610000,0.046890
1726,Transit,1.43247520,0.022890
1727,Transit,1.68986800,0.030350
1728,Transit,3.97910000,0.051000
1729,Transit,3.67724000,0.051000
1730,Transit,2.48553350,0.030800
1731,Imaging,730000.00000000,
1732,Transit,138.31700000,0.652000
1733,Transit,282.52550000,0.828000
1734,Transit,3.16062960,0.037340
1735,Pulsar Timing,25.26200000,0.190000
1736,Pulsar Timing,66.54190000,0.360000
1737,Pulsar Timing,98.21140000,0.460000
1738,Pulsar Timing,,23.000000
1739,Pulsar Timing,0.09070629,0.004400
1740,Radial Velocity,4.42640000,
1741,Radial Velocity,2.14510000,
1742,Transit,1.42002406,0.022980
1743,Transit,1.33711647,0.021530
1744,Imaging,,210.000000
1745,Imaging,,157.000000
1746,Eclipse Timing Variations,4343.50000000,5.300000
1747,Imaging,,1168.000000
1748,Imaging,,
1749,Transit,1.79600000,0.030000
1750,Transit,4.20000000,0.055000
1751,Radial Velocity,198.40000000,0.690000
1752,Radial Velocity,559.30000000,1.370000
1753,Transit,3.03006500,0.039250
1754,Transit,2.47063000,0.035560
1755,Transit,1.30618581,0.022820
1756,Transit,3.55394500,0.050910
1757,Transit,1.48224686,0.024590
1758,Imaging,,670.000000
1759,Eclipse Timing Variations,5840.00000000,5.900000
1760,Eclipse Timing Variations,1916.25000000,2.800000
1761,Pulsation Timing Variations,1170.00000000,1.700000
1762,Imaging,,102.000000
1763,Transit,2.51994540,0.038890
1764,Transit,3.09276160,0.037810
1765,Transit,2.84937500,0.045700
1766,Transit,3.58572200,0.050600
1767,Transit,0.92554200,0.019850
1768,Transit,1.75541370,0.029180
1769,Transit,9.28971500,0.091700
1770,Transit,3.72247470,0.043500
1771,Transit,10.02165000,0.094590
1772,Transit,1.09142300,0.022900
1773,Transit,4.35301100,0.053620
1774,Transit,2.24375200,0.036000
1775,Transit,3.75206560,0.049900
1776,Transit,3.11860090,0.042100
1777,Transit,3.73544170,0.051000
1778,Transit,0.94145299,0.020260
1779,Transit,0.78884000,0.016550
1780,Transit,2.15222600,0.031380
1781,Transit,4.89962840,0.060000
1782,Transit,4.32248200,0.052000
1783,Transit,3.53273130,0.046980
1784,Transit,2.94442560,0.037600
1785,Transit,2.34121242,0.036510
1786,Transit,3.76482500,0.047300
1787,Transit,2.75660040,0.039850
1788,Transit,3.40883000,0.044690
1789,Transit,3.92272700,0.045700
1790,Transit,1.84683500,0.031510
1791,Transit,3.40590960,0.046590
1792,Transit,2.71865900,0.039400
1793,Transit,1.21986690,0.025550
1794,Transit,4.31767820,0.052400
1795,Transit,3.16157500,0.043170
1796,Transit,1.53736530,0.026430
1797,Transit,3.57746900,0.044600
1798,Transit,6.87181500,0.075220
1799,Transit,4.05525900,0.048600
1800,Transit,1.33823251,
1801,Transit,3.05240100,0.040200
1802,Transit,4.98168720,0.054800
1803,Transit,0.81347500,0.014200
1804,Transit,2.42380390,0.034730
1805,Transit,3.12608760,0.040540
1806,Transit,1.43037000,0.024480
1807,Transit,4.15913990,0.052000
1808,Transit,2.14363544,0.033200
1809,Transit,2.78173870,0.037900
1810,Transit,1.62842790,0.026700
1811,Transit,1.95509590,0.029450
1812,Transit,1.74977980,0.027200
1813,Transit,3.69364110,0.049870
1814,Transit,4.46563300,0.053300
1815,Transit,4.61710100,0.054580
1816,Transit,2.83897100,0.038600
1817,Transit,5.01718000,0.056100
1818,Transit,7.91958500,0.069700
1819,Transit,3.36100208,0.041400
1820,Transit,4.30500110,0.053100
1821,Transit,3.85590000,0.051400
1822,Transit,4.41195300,0.056700
1823,Transit,4.37809000,0.057400
1824,Transit,1.57329180,0.026480
1825,Transit,2.31142430,0.033400
1826,Transit,4.08605200,0.054600
1827,Transit,4.61442000,0.051700
1828,Transit,5.08429800,0.062060
1829,Transit,3.86813820,0.045250
1830,Transit,4.95465800,0.061800
1831,Transit,3.71302030,0.048530
1832,Transit,2.90367470,0.046190
1833,Transit,2.21674210,0.037080
1834,Transit,4.08722000,0.055120
1835,Transit,2.13775000,0.037000
1836,Transit,2.48419300,0.037500
1837,Transit,1.36003090,0.024000
1838,Transit,2.17517632,0.036200
1839,Transit,3.66238660,0.053500
1840,Transit,8.15871500,0.080100
1841,Radial Velocity,4323.00000000,5.280000
1842,Transit,3.06785234,0.034400
1843,Transit,2.70578500,0.044800
1844,Transit,4.97125200,0.059000
1845,Transit,8.52348650,0.077100
1846,Transit,4.95400000,0.064310
1847,Transit,3.35642270,0.042700
1848,Transit,3.95019070,0.055000
1849,Radial Velocity,2.00839000,0.033500
1850,Transit,2.18467300,0.034160
1851,Transit,3.42526020,0.045300
1852,Transit,2.07276000,0.033030
1853,Transit,2.96264000,0.036000
1854,Transit,5.75251000,0.071700
1855,Imaging,,2500.000000
1856,Imaging,,8.000000
1857,Transit,3.35205700,0.047000
1858,Transit,1.01870680,0.018550
1859,Transit,3.94150685,0.049000
1860,Transit,2.61585922,0.036730
1861,Radial Velocity,18.15700000,0.134400
1862,Radial Velocity,120.80000000,0.475600
1863,Transit,3.19152390,0.045400
1864,Transit,4.12508280,
1865,Transit,4.18775580,0.051500
1866,Radial Velocity,380.80000000,1.200000
1867,Radial Velocity,3.23570000,0.040000
1868,Radial Velocity,628.96000000,1.460000
1869,Radial Velocity,605.20000000,1.700000
1870,Imaging,7482.50000000,9.040000
1871,Radial Velocity,522.30000000,1.400000
1872,Radial Velocity,417.90000000,1.300000
1873,Radial Velocity,2502.00000000,3.390000
1874,Radial Velocity,594.90000000,1.930000
1875,Radial Velocity,428.50000000,1.190000
1876,Radial Velocity,905.57400000,2.130000
1877,Imaging,,55.000000
1878,Radial Velocity,1251.00000000,2.600000
1879,Radial Velocity,357.80000000,1.100000
1880,Radial Velocity,530.32000000,1.900000
1881,Radial Velocity,3186.00000000,6.100000
1882,Radial Velocity,277.02000000,1.100000
1883,Radial Velocity,187.83000000,0.830000
1884,Radial Velocity,1630.00000000,3.900000
1885,Radial Velocity,39.64500000,
1886,Radial Velocity,3.31245680,0.049000
1887,Radial Velocity,305.50000000,1.170000
1888,Radial Velocity,4.61703300,0.059222
1889,Radial Velocity,241.25800000,0.827774
1890,Radial Velocity,1276.46000000,2.513290
1891,Radial Velocity,3848.86000000,5.245580
1892,Radial Velocity,136.75000000,0.680000
